107	A firwat ass dem Ministère d'Lacune bei Kontrollen opgefall?	10
108	A firwat ass et héich op der Lëscht?	4
109	A firwat da jo, ech hät meng Awëllegung gin.	9
110	A firwat dann?	3
111	A firwat gëtt et eis?	5
112	A firwat hues de déi Konvektiounsbeweegungen an engem Mini?	6
113	A firwat huet d‘CGFP dëst Dokument nach agesinn?	9
114	A firwat hunn ech si nach sou mat agebonnen an déi ganz Diskussiounen?	6
115	A firwat kennt eng fäerdeg Anthologie mat Texter vu Lëtzebuerger Schrëftsteller eraus?	11
116	A firwat mécht Bréissel dat einfach fir eis mat?	5
117	A firwat mécht eis Gehir dat mat uewen an ënnen och sou?	10
118	A firwat deen Inventaire schonn der Chamber an dem Public weisen?	2
119	A firwat dee Raum fir Äert Wuelbefannen widmen?	2
120	A firwat weider goen andeems Dir Äert Waasserraum zu engem richtege Spa mécht?	2
121	A firwat och?	3
122	A firwat och.	3
123	A firwat pléckt Der Iech dann de Rescht?	6
124	A firwat schreiwe mer "oi"?	4
125	A firwat si méi genuch Geld?	3
126	A Frankräich ass dat de Fall.	4
127	A Frankräich gesäit d'Situatioun vill besser aus.	6
128	A Frankräich gouf de Mee '68 gefeiert, de Mee '58.	13
129	A Fro stelle géingen d'Sozialisten sech awer weider.	10
130	A frot nëmmen no Numm an Adress.	3
131	A frot wéi, Madame Riichter!	2
132	A ganz éierlech, ech wëll den onuechtsame Wollef fidderen.	9
133	A ganz Europa gesi mer, datt en gräift”.	8
134	A ganz falsch ass dat jo elo och.	8
135	A ganz oft deeglaang doheem war.	4
136	A ganz oft kënnen d’Elteren den Openthalt an der Klinik bezuelen.	12
137	A ganz ouni Risiko fir de Portmonni ass dat och.	10
138	A ganz ville Länner gëtt et dat.	7
139	Agebild kuckt et dran.	3
140	A Gedanken ass déi Zäit nach ëmmer ganz verblatzt.	7
141	A gehéiert de Ball am Endeffekt bei d'Politik?	4
142	A géigesäitege Respekt dierf een verwiessele mat Kumpanei.	5
143	A géing dat och dem Ruff an der Kredibilitéit vun der EU schueden?	3
144	A géint Europa oder den europäesche Gedanken ass de Beki sécher och.	12
145	A genau dat dierft sech widderhuelen.	5
146	A genee dat ass et wat mir brauchen!	7
147	A genee dat mécht Konscht, déi sech selwer eescht hëlt, numol.	13
148	A genee dat wäert antrieden.	4
149	A genee op dës Insel sinn ech eleng geflunn.	7
150	Aggressivitéit gesinn ech do och.	5
151	A gleef mer, sou seier gett deen aal.	8
152	A ''Gourrama'' geschitt streng geholl vill.	7
153	A grad an dësen Zäiten, kënnen mier eis dat erlaben.	10
154	A grad dat ass einfach.	4
155	A grad d‘Caritas wëll datt dës Kris politesch instrumentaliséiert gëtt…	6
156	Agrarzenter op Perl an Däitschland: "Mir hu se méi all!"	10
157	A guer verwackelt, mega!	2
158	AHA, déi hunn Ouschteren d'läscht Joer mat der Buskampange  reliéis?	12
159	Ah cool, déi hunn ech wierklech nach kannt.	8
160	Ah daat haat ech gesinn!	4
161	Ah, daat wosst ech nach.	6
162	Ah, Dir sot et, Här Linster, ech hunn et gesot.	9
163	Ah ech haat se elo all gekuckt, sorry.	5
164	Ah, et duerf een eben d’Aarbecht fäerten, Alfred.	9
165	Ah Florence, däi Kéis ass schlecht.	6
166	Ah jo, an vergiess den original Reckluchten geint STI Luchten emzetauschen)!	5
167	Ah jo, ok, hat ëch gesin.	7
168	Ahjo pardon, haat ech gesin.	5
169	Ah - mir sinn männerfeindlech, ganz am Géigendeel.	4
170	Ah neen, dat loosse mir mat eis maachen.	6
171	Ah neen, Männchen, ech loossen ower de Spunnes mat mir maachen.	8
172	Ah neen, op jiddwer Fall ass deen a Fro gestallt.	8
173	Äh, nee, Schampes ass abegraff.	6
174	Ähnlech Etüde sinn an der Belsch oder an Holland nach ofgeschloss.	10
175	Ähnlechkeete mat reelle Personnagë si gewollt an iwwerhaapt zoufälleg.	8
176	Ah oh freck dorun hat ech mol geduet.	7
177	Ah sou, an di sprangen fort wann een se hellt?	6
178	Ahsou, du zupfst der Apenhoer also, wow!	7
179	Ah tiens, déi doten "Dame" hun ech mol gesin.	11
180	Ah tiens, sou wäit hat ech mol iwwerluecht.	8
181	Ah, wann dee vun engem Bierg op deen aneren gewiesselt ass.	4
182	Äich kann däin Méenung leider déelen.	5
183	Äich kann dir garantéieren: se spréngt däich oan wanns de drop klicks!	8
184	A Japan ass et allerdéngs fir Leit, déi dohinner auswanderen einfach.	11
185	Ajo, an e bessi méi Gefill beim Himmel wir schlecht.	10
186	Ajo ass mer elo mol sou ob den éischten Bléck opgefall.	5
187	Ajo Budget soll iwwer 400euro goen.	3
188	Ajo, dat hat ech gesin.	5
189	A jo, dat huet deem engen an anere Wieler gefall.	10
190	A jo, déi kennt zwar grad sou gudd eriwer.	6
191	A jo, ech wäert meng Freed iwwert des Noriicht verstoppen.	10
192	A jo, et ass lëschteg.	5
193	Ajoo, Foto ansech, oofgesinn vunn der Bearbechtung, ass esou schlecht.	11
194	Ajo stemmt, as mie mol direkt opgefall.	6
195	Ajouter au calendrierÄddi Jay, du wars keen!	7
196	Ajouter au calendrierPlanzen: Si lafen fort - oder dach?	6
197	A just well ech Hämorrhoiden hunn an nëmmen en hondsgewéinlechen Houscht!	7
198	"Akafen" ass "shoppen", Zora.	4
199	A kann et duerfir op de Maart kommen an do verkaaft ginn?"	4
200	A ka sech den däitsche President Christian Wulff un der Muecht halen oder?	13
201	A kéinte mer eis de Fridden dann einfach kafen?	7
202	A kenger Form, och an enger verstoppter Form ënner dem Begrëff Antizionismus!	5
203	A kënne se all fléien oder?	6
204	A kënnt et zum Austrëtt vu Groussbritannien aus der EU oder?	11
205	A klengt berauschend, Richtung Stëbssuckeler.	2
206	A komm mir maachen eis Stäerke selwer futti wéinst Populismus."	7
207	A krabbelt do nach iergend eng Flou uewen op der Blumm erëm?	3
208	A Krisenzäiten dierf dat Thema awer elo eis gréisste Suerg sinn.	7
209	Aktiounen, déi gelueft ginn, ma awer schéngt wierklech vill ze geschéien.	9
210	"Aktivitéit vum Spidol weist sech un Zuel vun de Better"	6
211	"Aktiv Kläng ze sichen déi een vläicht nach héieren huet.	9
212	Aktuell ass dëst bal iwwerall op der Welt méiglech.	8
213	Aktuell ass et nach iwwerall esou, seet de Jupp Grüneisen.	4
214	Aktuell ass et méiglech de Publikum direkt op der Plaz begréissen ze dierfen.	3
215	Aktuell ass et virgesinn, fir kuerzfristeg op 100% elektresch Gefierer iwwerzegoen.	3
216	Aktuell ass nach gewosst, wéi den zréckbehalenen Projet definitiv wäert insgesamt ausgesinn.	3
217	Aktuell enquêtéiert d'Justiz iwwert d'Legalitéit vun där Zesummenaarbecht.	5
218	Aktuell geet dat fir de Coronavirus nach zouverléisseg.	7
219	Aktuell géif awer diskutéiert ginn, op een op fënnef Joer misst eropgoen.	8
220	Aktuell gëtt d’Behandlung duerch en psychologesche Psychotherapeut vun der CNS rembourséiert.	9
221	Aktuell ginn et 370 Fleege-Famillen, wat awer duer geet.	10
222	Aktuell kéint d'Wëssenschaft op Déiereversich verzichten.	5
223	Aktuell kéint een also guer genee soen, wat d'Konsequenze sinn.	5
224	Aktuell läit hien am kënschtleche Koma, Spéitfolgen vum Nervesystem sinn auszeschléissen.	11
225	Aktuell sinn d'Trainingsméiglechkeete fir all Sportaarten evident.	5
226	Aktuell wieren weider Mesure géint d'Pescht néideg.	2
227	Aktuell wier esou eng Applikatioun néideg, well d'Zuele stabel sinn.	5
228	A kuck no riets a lénks, mä just no vir.	2
229	Akzeptéiere mir, datt alles ka bleiwen ewéi et ass?	4
230	Albume sinn an Zäite vu Spotify-Playlisten méi sou en Thema.	8
231	Album "Et wuar keen.	4
232	A leider schléissen déi zwou Perspektive sech onbedéngt aus.	7
233	A léisst de Fanger méi lass.	4
234	Aleng op enger Insel wir all Problem geléist ma et gëtt genuch Inselen!	11
235	Aleng weenst däer spezieller Faarwenkombinatioun, fannen et schued wann een déi gesäit.	12
236	A Lëtzebuerg ass eleng betraff, firwat et generell eng Oppositioun dogéint gëtt.	3
237	A Lëtzebuerg läit trotz sengem economesche Wuelstand guer gutt an dëser Statistik.	8
238	Al ginn jo, mä w.e.g sou ausgesinn!	10
239	Alice Merton am Eldo Interview "Een Date an engem Stripclub geet guer!"	13
240	Alkohol an aaner Drogen soll en als Excuse fir alles huelen.	6
241	Alkohol a Spruddelen ass onbedéngt eng gutt Kombinatioun!	4
242	Alkohol Drogen a Krankheeten hunn him et einfach gemaach.	7
243	Alkohol huet et méi einfach gemaach, dorunner ze denken.	7
244	All anere soll se natierlech méi consomméieren.	5
245	All aner Politik ass extrem riskant a finanziell nohalteg.	8
246	All anert Argument fir äert behuele loossen ech gëllen.	8
247	All Apdikte verflichten gebrauchte Medikamenter zeréckzehuelen?	3
248	All Argumentatioun géint eng Hausse léisst den LCGB awer gëllen.	9
249	All Bengel ass anescht – dat mengt ee villäicht op den éischte Bléck.	9
250	All Betrib dierf selwer entscheeden, ob e sech wëll dru bedeelegen oder.	13
251	All Dag kommen nei Prroblemer, déi Problemer gi jo och ëmmer ëffenltech.	11
252	All dat entsprécht awer däer Logik, an däer dës Leit agestallt goufen.	4
253	All dat fält engem dacks mol méi op.	6
254	All dat mécht d'Wirtschaft méi dynamesch.	6
255	All dat remplacéiert natierlech eng fundéiert Analys iwwer d’Situatioun.	4
256	All dat solle mir vergiessen.	4
257	All dat war am Dossier Traversini geschitt!	6
258	All dat wat mer deen Dag gelieft hunn, dat ass verluer.	6
259	All d'Cartouche fir antizyklesch Politiken ze maachen, wieren méi do.	11
260	All d‘Demonstratiounen hëllefen wann et u politeschem Wëlle feelt.	5
261	All déi aaner déi ech geschoss hun waren mol an der Géigent.	9
262	All déi aner Aktivitéiten vun Internet-Entreprisen falen ënnert déi nei Steier.	9
263	All déi aner hu missen araumen an ech hunn bräichten ze hëllefen.	9
264	All déi aner Personnagë sinn dofir grondschlecht.	6
265	All déi aner waren dovunner erfreet an hunn dat och däitlech gemaach.	5
266	All déi, déi mer ëm Rot gefrot hunn, kënnen dat och.	13
267	! all dei dii do waren.	4
268	All déi, di dobäi waren, hu wierklech eng verpasst.	4
269	All déi Leit, déi erausklammen, verléiren Zäit duerch en zousätzlechen Halt.	5
270	All déi Rechter an déi Méiglechkeeten déi mir hunn, déi rechne mir.	13
271	All déi Saachen déi een kann a Wäerter direkt berechnen.	5
272	All déi Saachen déi een zwar esou gär mécht.	6
273	All Demande, déi no deem Datum erakënnt, kann méi betruecht ginn.	10
274	All dës aktuell Sujete wieren ugeschnidde ginn.	5
275	All dës Déieren sinn deen Ament an hirem natierleche Liewensraum.	6
276	All dës Informatioune fënnt een a Propagandaartikelen awer.	8
277	All des Lektioune goufen hei berécksiichtegt.	5
278	All des Mesuren stellen näischt duer.	4
279	All dës Phenomeener sinn och dem Budgetsminister entgaangen.	7
280	All dëst no wéinegen Deeg, wann souguer wéinege Stonne Berodungszäit.	7
281	All dës Turbulenzen an Ëmbréch hunn och virun de Seminären Halt gemaach.	10
282	All dës Ween falen ënnert déi nei Steier, wat Sënn mécht!	4
283	All d’Laboe wäerten zoumaachen, well se méi gebraucht ginn.	9
284	"All Dokter ass fräi dat ze maachen oder.	9
285	Allebéid haten an der realer Welt eppes gemaach, wat erlaabt war.	10
286	Alleguer kann een se opzielen.	4
287	Alleguer sinn traureg och d’ Tara, hat duerf mat fléien.	10
288	Alleguerten hu si mat Demokratie vill um Hutt.	5
289	Alleguerte seng Planzen, nëmmen dat üblecht Geméis.	4
290	Alleng fier gedold ze hun as schon schlecht.	7
291	Alleng get schwiereg, bei mir wär et gaang.	8
292	Alleng ka Lëtzebuerg vill maachen.	3
293	Allen zwee haten an insgesamt 4 Schéissen just 1 Scheif getraff.	10
294	Allerdéngs ännert een d'Richtung all puer Joer.	6
295	Allerdéngs as d’Semantik guer ausschlaggebend.	6
296	Allerdéngs ass an dëser Pastoral-Sonat dëse Schicksalsschlag awer ze spieren.	10
297	Allerdéngs ass dat nach eraus.	4
298	Allerdéngs ass dat an allen Apdikten de Fall.	3
299	Allerdéngs ass dat ëmmer einfach an et brauch virun allem vill Zäit.	3
300	Allerdéngs ass dat méi sou einfach.	3
301	Allerdéngs ass d'Ekipp aus dem Kosovo am Stadion opgedaucht.	8
302	Allerdéngs ass den Zesummenhank tëschent Confinement a Loftqualitéit nach ganz kloer.	9
303	Allerdéngs ass dëst op der Etikett notéiert.	3
304	Allerdéngs ass d‘Fuerderung no Schuedenersatz elo och nei.	9
305	Allerdéngs ass d'Iddi nach zeideg fir ëmgesat ze ginn.	6
306	Allerdéngs ass do de Retour mat agerechent.	5
307	Allerdéngs ass d’Vertriedung mat all Moossnam averstanen.	5
308	Allerdéngs ass ee sech iwwerall eens gewiescht.	4
309	Allerdéngs ass et ëmmer ze verifizéieren.	3
310	Allerdéngs ass hie fir de Remake mat agebonne ginn.	6
311	Allerdéngs ass hir Positioun ganz eendeiteg.	4
312	Allerdéngs ass natur&ëmwelt mat allem zefridden.	5
313	Allerdéngs ass de Mënsch eleng fir d'Loftverschmotzung responsabel.	2
314	Allerdéngs ass präziséiert vu wéi engem Dag un gezielt gëtt.	2
315	Allerdéngs brauch sech de Soundtrack och verstoppen.	6
316	Allerdéngs decidéiere mir, wat leeft:Mir spillen an Dir schreift!	2
317	Allerdengs dierfe se nëmmen elektoral Fassade sinn.	3
318	Allerdengs duerf een vergiessen, datt dëse Plan sech matt den Deponie befaast.	3
319	Allerdéngs e bëssen « top – down » wär och schlecht.	10
320	Allerdéngs en eemolegen Effekt, deen déi nächst Joren ka bäibehale ginn.	9
321	Allerdéngs funktionéiert déi Funktioun leider mat all Theme vum tumblr.	5
322	Allerdéngs geet d’Wëssenschaft ëmmer an déi Richtung, déi ee mengt.	5
323	Allerdéngs gefällt mer d'Rumm sou.	6
324	Allerdéngs géif den Denkprozess elo eréischt ufänken a wier nach ofgeschloss.	10
325	Allerdéngs géif een genuch Gebrauch dovunner maachen.	3
326	Allerdéngs gëtt geschat, dass ronn 13% dovunner dat wëssen!	10
327	Allerdéngs gëtt och drop opgepasst, dass Spill a Spaass ze kuerz kommen.	10
328	Allerdéngs ginn et do juristesch Froen déi nach gekläert sinn.	8
329	Allerdéngs ginn hir Beméiungen awer duer, fir géint d'Konkurrenten unzekommen.	5
330	Allerdéngs ginn och Saachen opgedeckt, déi Dir esou fir méiglech gehal hätt!	9
331	Allerdéngs gouf d‘‘Wanseler Gemeng vum leschte Partage vum Land betraff.	6
332	Allerdéngs gouf preziséiert, ëm wat et sech beim Produit genau handelt.	2
333	Allerdéngs hält déi Wandlung allze laang hunn.	4
334	Allerdéngs hat déi kanadesch Sängerin ugangs vill Loscht op den Titelsong.	6
335	Allerdéngs hätt een dat Thema bis ewell vernoléissegt.	7
336	Allerdéngs hätt een doriwwer och genuch Hannergrondinformatiounen.	5
337	Allerdéngs, heescht et elo am Zukunftspak, wär dëst Zil erreecht ginn.	11
338	Allerdengs huet den Chauffeur fir, direkt ze fueren.	4
339	Allerdéngs huet et Augsburg gepackt, den Ausgläich ze schéissen.	4
340	Allerdéngs huet se gutt gepecht.	3
341	Allerdéngs hunn dës Gespréicher nach zu engem Ofschloss gefouert.	5
342	Allerdéngs hu si e schwéiere Stand, well hire Beruff ass unerkannt.	11
343	Allerdéngs just bei Institutiounen an bei Privatleit, esou de Pierre Gramegna.	5
344	Allerdéngs kéint een eleng op dee Beräich vun de Liewensversécherunge bauen.	3
345	Allerdéngs kéint sech d'Enquêtekommissioun an de Bommeleeërdossier amëschen.	6
346	Allerdéngs kënne mir et beäntweren, firwat déi Regëstere gefouert ginn.“	4
347	Allerdéngs konnt de Lëtzebuerger dës Course leider op en Enn fueren.	7
348	Allerdéngs krut hien de Refugiésstatut.	3
349	Allerdéngs krut si de Stellewäert vun hire männleche Kolleegen unerkannt.	9
350	Allerdéngs läit eis Aarmutsrisikoquote ganz hannen.	4
351	Allerdéngs leit de Minister elo ënner Realitéitsverloscht.	5
352	Allerdéngs loungen se am Kompetenzberäich vun „	3
353	Allerdéngs mussen hir Recommandatiounen respektéiert ginn.	4
354	Allerdéngs muss et esou sinn, dass dee Regime och figéiert däerf bleiwen.	10
355	Allerdéngs als Zaldot, mä als Camionschauffer un der Front.	1
356	Allerdéngs an der Salariatskammer.	1
357	Allerdéngs mat engem kommerziellen, mee mat analyteschen Hannergedanken.	1
358	Allerdéngs op besonnesch iwwerzeegend Aart a Weis.	1
359	Allerdéngs ouni Schwieregkeeten.	1
360	Allerdéngs wierklech eng gutt Iddi!	1
361	Allerdéngs: Politik ka vill, mee bei wäitem alles.	9
362	Allerdéngs schéngt déi Regelung ëmmer ganz kloer.	4
363	Allerdéngs setzt sech de Jos Kayser wierklech mat der Spoliatioun auserneen.	6
364	Allerdéngs si mir et selwer, déi dës Botschaft ëmmer realiséieren.	9
365	Allerdéngs sin ech averstaan, dat alles wat gesot get eng Beleidegung as.	3
366	Allerdéngs sinn déi Risendénger onëmstridden.	4
367	Allerdéngs sinn d'Tester bis ewell nach gelongen.	8
368	Allerdéngs sinn ech do ganz optimistesch."	4
369	Allerdéngs sinn eis Daten, individuell, vill Wäert.	7
370	Allerdéngs sinn si sou de grousse Frënd vun Duerchzoch.	3
371	Allerdéngs soll dëst ouni eng breed Diskussioun am Virfeld geschéien.	3
372	Allerdéngs sollt hien esou „duerchstarten“ wéi seng Kollegen Nicholson an Hopper.	3
373	Allerdéngs spillt déi Fro, ob et déi Rassen gin oder keng Roll.	11
374	Allerdéngs trëfft dat ganz zou.	3
375	Allerdéngs: Vun de 400 Allgemengmedeziner hei am Land mécht jidderee mat.	10
376	Allerdéngs wäert déi Kritik esou laang op sech waarde loossen.	4
377	Allerdéngs wäert d'Regierung och inaktiv bleiwen.	6
378	Allerdéngs war de Fernand Kartheiser absolut mam.	6
379	Allerdéngs war de Fernand Kartheiser absolut mam Gesetz zefridden.	6
380	Allerdéngs war de Patrick Nothum ëmmer sou iwwerzeegt vum Shared space.	5
381	Allerdéngs war se ursprünglech guer fir hei ze weisen geduecht.	5
382	Allerdéngs wéilt hie seng Kolleegen och am Ree stoe loossen.	6
383	Allerdéngs wëllen déi sech mat de Gewerkschaften uleeën.	4
384	Allerdéngs wier de ganze Puzzle nach komplett, sou de Robert Biever.	6
385	Allerdéngs wier déi Carrière nach kloer definéiert.	5
386	Allerdéngs wier den Avis vum Staatsrot nach do, "wat erstaunlech ass".	7
387	Allerdéngs wier do den Tanktourismus mat aberechent.	5
388	Allerdéngs wollt een mam Release vun "	3
389	Allerdings ass daat gewuschels am rietsen Eck gudd.	7
390	Allerdings ass de Baam irgendwéi schaarf.	5
391	Allerdings ass eng Finanzplanung iwwer e längeren Zäitraum eraus vu Muttwëll.	9
392	Allerdings ass et dann och mei alles sou einfach.	5
393	Allerdings ass et och einfach rouegt Waasser ronderem sou Véih ze hun.	4
394	Allerdings dein Ouschteree fannen ech.	5
395	Allerdings: d'Foto ass vum technechen Aspekt hier wierklech sou daat.	11
396	Allerdings dierf en populistesch oder reaktionär sinn.	3
397	Allerdings ënnerstëtzt den Internet Explorer dës zu 100%.	6
398	Allerdings fannen ech d'Verarbeschtung vum Faarwegen deel gelongen.	9
399	Allerdings géife mer an deem Fall déi Klengbettener Gare berücksichtigen.	9
400	Allerdings hun ech gemierkt dass Panoen am Allgemengen hei leider sou ukommen.	10
401	Allerdings wir hei eng méi eng kleng Blend vu Muttwell gewiescht.	8
402	Allerhéchstens kënne mer eis dobäi erkalen, awer richteg krank, mécht dat.	13
403	Alles an allem paradisesch Zoustänn, oder vläicht?	8
404	Alles anescht ass elo an och soss esou wichteg.	7
405	Alles anescht, well et dozou bäi dréit, lenkt of.	5
406	"Alles anescht wier realistesch" esou de Christian Seifert.	4
407	Alles – an ower vill.	4
408	Alles an senger Zäit, Wonnerunge existéieren am DIY.	7
409	Alles ass an där Geschicht nach opgeschafft.	6
410	Alles ass da wuel nach erreecht ginn.	5
411	Alles awer sou einfach!	2
412	Alles bleibt bei Alten hu se sech am wuel getraut ze schreiwen.	9
413	Alles dat ass an dëser Reform virgesinn.	6
414	Alles dat ass hir liicht gefall.	4
415	Alles dat ass jo méi do.	4
416	Alles dat ass nach geklärt.	4
417	Alles dat féiert wierklech zu engem erfollegräiche Familljeliewen.	3
418	Alles dat hätt beileiwen misse sinn.	4
419	Alles dat hëlleft, de Klima ze verbesseren.	3
420	Alles dat kann ech Iech also soen.	6
421	Alles dat kënnt vun näischt.	3
422	Alles dat mécht een frou.	4
423	Alles dat mécht et méi einfach, fir een Dialog opzebauen.	4
424	Alles, datt him op eemol Trëtze gewuess sinn."	4
425	Alles dat wollte mir.	4
426	Alles dréit sech am Krees an ech kommen méi aus dem Gedankekarrussell eraus!”	8
427	Alles gétt iwwert Funk an iwwert Internet geschéckt.	5
428	Alles gouf awer gëschter nach verroden.	5
429	Alles guer esou schlëmm, steet am „Journal of Clinical Nutrition.“	2
430	Alles hänkt vun Europa of, mä alles hänkt absolut vun Europa of.	7
431	Alles kann ech hei usträifen, Här Asselborn.	4
432	Alles kann ee mat engem US-President dann awer maachen.	10
433	Alles kanns de och viru Kopenhagen momentan am Detail fixéieren.	4
