, verséchert vun de falsche Saachen, an Angscht ze zouginn wéi vill se wierklech d'Gesellschaft vun aneren brauchen	0
meeschtens Narr Gold	0
wësse wat et wëll sinn wann et grouss gëtt	1
seng frëndlech Ruck	0
entsteet als iwwerraschend anemesch Enttäuschung	0
e langweilegen, pretentiéise Muddle	0
, et ass wahrscheinlech net genee et e Film ze nennen	0
gëtt et nei Textur, nei Relevanz, nei Realitéit	1
Géif iergendeen déi herrlech Jackie Chan an engem Film voller Stuntdoubles a Spezialeffekter werfen	0
net nëmmen e Pianist, mee e gudde Mënsch	1
wat kéint eng Dagesoflaf oper ginn ass eigentlech en zwéngen Bléck op eng jonk Fra hir trageschen Odyssee.	1
Owen wilson weess datt e Film eng Geschicht an en Skript muss hunn?	0
Et ass besser fir ganz gutt ze wëssen wat wäert geschéien, awer gewëllt d'Ernstegkeet vu senger Ausféierung an d'Fäegkeet vu sengem Besetzung Iech op eng vertraute Strooss mat e puer Twists ze loossen.	1
duerch eng fantastesch duebel Leeschtung vun ian Holm ugedriwwen	1
ass sou räich mat periodesch Minuten	1
Erwuessener solle säi witzegen Humor schätzen	1
ass ganz gutt, mee wat wierklech de Film ënnerscheet ass dem Debrauwer seng Refus fir déi einfach emotional Knäppercher ze drécken	1
méi ambivalent Set	0
Ech kann dat net genuch soen: Dëse Film geet ëm en erwuessene Mann deen a rosa Jammies gekleet ass.	0
e Film deen net genuch Distanz vun dem leroy sengen Wahnsinn ka kréien, fir un hirem maudlineschen Afloss ze entkommen.	0
iwwerflësseg, dramatesch	1
numbing Action Sequenz besteet meeschtens aus Routine Saachen déi Yuen eis virdru ginn huet.	0
ass net ganz iwwerzeegend	0
schlau a gutt gemaach	1
sëtzen a staren a sech vuneneen ewech dréinen amplaz ze schwätzen an	0
e puer Laachen an e Laachen	1
ofgeleet vu wäit manner sophistikéierten a kennen Horrorfilmer	0
also et ass kee genialt Stéck Filmmaking, awer	0
de Film ass besser wéi Dir mengt.	1
vun engem britesche Besetzung	1
en intim Gefill	1
vu sengem Patrimoine gefoltert, seng Erzielungsfäegkeet benotzt fir déi vill Gesiichtslos Affer ze honoréieren	1
eng Stëmmung an där eng ominös, duerchdréngend an onbekannt Bedrohung just ënnert de Verfahren lauert an e bal konstante Spannungsdenken bäidréit	1
bescheiden, léieren a schlussendlech	1
éischtklasseg, natierlech handele an	1
iwwer Erënnerung a bedaueren	1
beschten Indie vum Joer, bis elo.	1
de Byplay an de Sträit tëscht den elo Spioun-erfueren Geschwëster, Carmen (Vega) a Juni (Sabara) Cortez, verankert de Film an engem ganz reellen an amüsante Gëff.	1
wéi en New Yorker ze sinn - oder, wierklech, e Mënsch ze sinn - an de Wochen nom 9/11	1
feelt dëse Personnage verständlech ze maachen, ënnert d’Haut ze kommen, d’Motivatioun ze entdecken ... gutt virum Enn	0
agreabel Famill Tarif	1
e méi mythesche Niveau	1
staark ënnerstëtzen Spiller	1
kucken wéi de sproochleche Lack dréchen wier eng wëllkomm Verbesserung	0
ass e Posterfilm, e mëttelméissegen Hommage un esou Filmer!	0
e Genre - d'Gangster/Kriminalitéit Comedy - dee virun e puer Joer seng Begréissung bei de Publikum erlieft huet	0
vun engem schéinen a gutt gemaach Ënnerhalung	1
, Dir wäert de Film komplett vergiess hunn wann Dir zréck an Ären Auto um Parking kommt.	0
, Ech kann net gesinn firwat all Talent Schauspiller jeemools erëm an enger Mcculloch Produktioun géif schaffen wa se kucken wéi dëse Film erausgeet.	0
weisen dem kanadier seng onheemlech Ramblings	0
beschte klenge `` Horror '' Film	1
dem Amélie seng audrey tautou mat engem anere fabuleux Destin -- dh eng banal spirituell Quest	0
all Witz gëtt op d'mannst widderholl - lästeg, oder?	0
e Kult Favorit fonnt	1
fillt sech vertraut a midd	0
sou gutt geschriwwen wéi sexy Béischt, net sou herrlech flippant wéi Schloss, Stock an zwee Fëmmen Fässer, mee stilvoll a stemmung	1
kennt, witzeg	1
keng Ahnung wat an der Schafung leeft	0
Ech kéint eng Famill vu fënnef blann, krippten, amish Leit an dëser Situatioun besser halen wéi dës britesch Zaldoten sech selwer halen	0
de ganze Punkt vun enger knaschteg Hondsgeschicht ass natierlech datt et néierens geet,	0
virun engem Joerhonnert an en halleft	1
Sci-Fi Drama dee sech ganz ze eescht hëlt	0
e bewosste Bléck op weiblech Frëndschaft, gespickt mat rauem urbanen Humor.	1
Ech hunn ëmmer e schlau geschriwwe Film geschätzt,	1
schlechte Film.	0
ass däitlech manner charmant wéi e Véierjärege mat engem Goût fir iwwerdreiwen ze lauschteren	0
e grousst Häerz	1
Lawrence gëtt eis meeschtens Narren Gold	0
déi falsch Saachen	0
rauchy an dacks witzeg	1
e wonnerbar waarme mënschlecht Drama, dee laang lieweg an der Erënnerung bleift	1
improviséieren a kräischen	1
grouss schlecht Léift	1
de Film këmmert sech net wierklech ëm déi dausende vun Amerikaner, déi schrecklech stierwen, et këmmert sech ëm wéi de Ryan seng zukünfteg Fra begéint a säi Start bei der cia mécht.	0
wëll net ze vill iwwerdenken wat lass ass	0
wat mécht Shanghai Ghetto iwwer e gutt, dréchent, zouverlässeg Léierbuch ze beweegen a wat et erlaabt mat senge wiirdege Virgänger ze rangéieren	1
herrleche Mëschung aus sulky Teenager Drama an iwwerwannen Hindernisser Sport-Film Triumph	1
räich mat periodesch minutiae	1
krank, verdréchent Zort	0
huet mech just net vill gemengt an huet ze schief gespillt fir jee e Grëff ze kréien	0
Lazy an Arroganz	0
zwee fatale Krankheeten	0
et ass och net schlau oder gedämpft genuch fir eeler Zuschauer - net jidderee mengt Poop-Poo Witzer sinn "edgy".	0
dëst clever a ganz zefriddestellend Bild	1
den Trick wann Dir de Godard kuckt, ass den Toun vu senger Poetik z'erreechen, d'Freed vu senge Kläng a Biller ze genéissen, an iwwer déi historesch, philosophesch an ethesch Themen ze nodenken, déi mat hinnen interagéieren.	1
mat sou vill oflenken Spezialeffekter a visuell Party Tricken	0
den Trailer ass e Riot.	1
, Dëst huet Schichten, gutt entwéckelt Charakteren an e puer Iwwerraschungen.	1
kee rooting Interessi	0
Bleift eng loose gebonnen Serie vu Vignetten déi nëmmen beweisen datt `zany' net onbedéngt `witzeg' heescht.	0
dëst ass net e Stand-up a Cheer Flick; et ass eng Affär sëtzen an nodenken	1
ginn eis bal esou operatesch wéi si fir hir Personnagen	0
dëse Regisseurschnëtt - deen 51 Minutten dobäi setzt - hëlt e super Film a mécht en an eng alldeeglech Seefoper.	0
Haaptschauspillerin gaï, si vun den onméiglech laangen Glieder a séiss konspiratoreschen Laachen,	1
gutt gemengt awer onoriginal.	0
mir, haut, kënnen hir trageschen Offall vum Liewen verhënneren	0
freet Iech net nëmmen Äert Mësstrauen z'ënnerbriechen, awer och Är Intelligenz	0
e realistesch erschreckend Film deen eng aner Notch am Gürtel vun der laanger Lëscht vu Renegade-Cop Märecher setzt.	1
souwuel häerzzerräissend an häerzzerräissend ...	1
vun dësem traureg, compulsive Liewen	0
erzielt an erzielt	0
dem joe dante seng ähnlech stylesch gremlins	1
an der Serie	1
geschriwwen a regéiert mat brutaler Éierlechkeet a Respekt fir säi Publikum.	1
ginn eng eenzeg jota méi schlëmm	0
schützt Är Gemeinschaft	1
e bësse repetitive	0
domm Gags, anatomeschen Humor,	0
et ënnerscheet sech vun aneren a sengem Genre, datt et net op domm Gags, anatomeschen Humor oder Charakter Clichéen hänkt; et hänkt virun allem op Charakter fir seng Geschicht ze erzielen	1
en domm, ofgeleet Horrorfilm	0
dëser dacks ganz witzeg kollegial Gross-eraus Comedy	1
revitaliséieren wat ass an ëmmer bemierkenswäert war iwwer d'Knapp Traditiounen	1
ka sécher d'Distanz goen,	1
mat engem Zänn-Kraaft Gusto	1
herrlech sprëtzeg Film fir aus Curling gemaach ze ginn	1
geléngt duerch Éierlechkeet.	1
als eng Zort faarwege dramatiséierte pbs-Programm kritt d'frida d'Aarbecht gemaach.	1
et ass schwéier e méi generesche Effort am Genre virzestellen.	0
Alternativ Medizin huet offensichtlech seng Verdéngschter ... awer d'Ayurveda mécht d'Feld keng Gonschten.	0
Ech géing mir virstellen, wéi e Véierel an engem risege Koup Elefantfeces sichen ... positiv schrecklech.	0
huet Wäert kann net ofgeleent ginn.	1
lëschteg fir eng gutt Zäit	1
propper geschnidde Dahmer (Jeremy Renner) a fiendish Akten déi kee Betrag vun eeschte Léierbuchpsychologiséierung iwwerbrécke kann.	0
grouss Genoss vum portugisesche Meeschter manoel de oliviera	1
maachen eng herrlech Comedy mat Iessen	1
beandrockt d'Thema mat zousätzlech Déift a Resonanz	1
iwwerraschend onoriginal Begrëffer	0
eng Blair-Hexen-Abenteuer déi wéi eng schlecht Seifeoper spillt, mat passabelen Optrëtter vu jidderengem aus dem Besetzung	0
Franséisch fir déi schrecklech Angst vum modernen Aarbechtsmann wierklech z'erfaassen ouni de Film an e bëllegen Thriller, eng domm Comedy oder eng sappesch Melodrama ze maachen	1
si keng speziell Effekter, a keng Hollywood Endungen.	0
huet all d'Ouerzeechen vum franséische Kino op seng Bescht	1
Ech wousst éierlech ni wat d'Häll duerno kënnt	1
Dir bäisst d'Zong fir net ze laachen um lächerlechen Dialog oder déi oh-sou praktesch Komplott	1
als Frënd	1
opginn '' léisst Iech den Theater opginn.	0
bewäert eee fir Opreegung.	1
huet de ganze Monty e grousse Succès gemaach	1
wendigo wëll e Monsterfilm fir d'Art-House Publikum sinn	0
fir dëse Film zum Gesiichtswäert ze huelen a seng liicht humoristesch an zaart Geschicht ze genéissen	1
Bergman Approche schwedesche Fatalismus mam Gary Larsons wäit Säit Humor	1
ass e komplette Mess	0
intrigant an direkt berouegend	1
glat an sprightly cgi Fonktioun	1
de witzege Schrëftsteller-Direkter selwer	1
eng Mëschung aus grujeleg Realismus, knusprech Geschichten a stralende Matgefill, déi Iech ouni Ustrengung eran zitt	1
duerch e Film dee souwuel gripend an iwwerzeegend ass	1
schrecklechen, banalen Dialog; bequem , Lach-gefuer plotting;	0
hunn e schlechten, schlechten, schlechte Film	0
fir kee offensichtleche Grond ausser	0
e besseren Thriller gesinn	0
, et zitt	0
dat gouf vum ganze Monty agefouert an ass ëmmer nach ustrengend fir en anere Smash ze produzéieren	0
reduzéiert dem Wertmuller seng Gesellschaftszeenen an d'Politik op en ustrengenden Jargon	0
d'Gefill vun der poetescher Tragedie	0
hat d'Fäegkeet ze faszinéieren, iwwerraschen an z'ënnerhalen	1
Mangel un Déift oder Komplexitéit,	0
, Dëst ass déi ultimativ Filmerfahrung	1
ech bleiwen positiv	1
Sief méi clever wéi all 50 aner Filmemacher nach ëmmer	0
eng gleeweg Mamm / Duechter Koppel	1
zimlech witzege Film	1
-- Féiss , Brust , Unerkennbar --	0
zukünfteg Eidechsebestriewunge musse sech méi enk un d'Gesetzer vum Laachen halen	0
et ass och op enger falscher Viraussetzung gebaut, eent et follegt a Melodrama a Dommheet.	0
huet all d'Markenzeeche vun engem Film entworf strikt fir Kanner doheem Video, e Maart sou onsatzéierbar et absorbéiert all Manéier vun lame Ënnerhalung, soulaang 3-Joer-ale fannen et diverting	0
Studenten déi mat der éischter Léift séiss awer och eescht beschäftegt.	1
mat Humor a Poignancy erzielt	1
eng onerwaart séiss Geschicht	1
et bréngt op de Virdergrond fir déi héichbegaabte awer no-nonsense Mënschen déi se sinn a fir den nach onschätzbare Bäitrag si zu eiser gemeinsamer Geschicht gemaach hunn	1
d'Problemer mam Film	0
analyséieren dëst, net	0
erweidert sech an eng Meditatioun iwwer déi déif Bedruch vun der Onschold	1
Washington huet sécherlech eng nei Carrière virun him	1
kléngt wéi schrecklech Poesie	0
fir d'Funken anzeféieren	1
ass gläichzäiteg spilleresch an begeeschtert, en déifste Portrait vun engem ikonoklastesche Kënschtler, deen och seng noosten Frënn grondsätzlech onkenntbar war.	1
Kurys schéngt souwuel vun hirem Thema wéi och vun der Periodesch Trapp vun dësem Debut Venture an de Patrimoinegeschäft entimidéiert ze ginn.	0
et mécht dat ouni dës Komplexitéit ze kompromittéieren.	1
Léift, Famill	1
eng voll Erfarung, eng Léiftgeschicht an e Mordgeheimnis dat sech an eng Meditatioun iwwer déi déif Bedruch vun der Onschold erweidert.	1
beandrockend, Meeschtesch	1
befuddled a senge Charakteristiken wéi et ufänkt sou laang ze schéngen wéi déi zwee Joer Affär déi säin Thema ass	0
e ganz gutt-bedeitende Film, an et wäert an Zukunft Joeren als Éloquence Erënnerung un der World Trade Center Tragedie stoen.	1
en domm Meedchen,	0
Dir sicht no engem intelligenten Film an deem Dir Är opgehuewe Roserei fräiloosse kënnt	1
graziéis, bewegt Hommage	1
mir kennen nëmmen als e béisen, monstréisen Wahnsinn	0
de kumulativen Effekt vum Film ass repulsiv an depriméierend.	0
mordant witzeg an intim wëssend ...	1
spin e Web vun blendend Ënnerhalung	1
maachen de Geck vu mir fir Showgirls gär ze hunn	0
als Visionär mat enger Geschicht voller Nuancen a Charakter Dimensioun	1
amplaz, si gesäit et als eng Chance ze revitaliséieren wat ass an ëmmer war bemierkenswäert iwwer ageklemmt Traditiounen.	1
Wonderland Abenteuer, e Stalker Thriller, an eng kondenséiert Saison vum Fernseh säi grousse Brudder	1
d'Lidder iwwersetzen gutt op de Film	1
fir ze gesinn, datt dësen Turd ënner engem Camion gedréckt ass, am léifsten en semi	0
gebuert datt all ee vu senge Punkten zu Hummer éischter	0
d'Freed déi d'Personnagen an dësem Glawen huelen	1
eng wëll Komedie, déi nëmmen aus dem dementéierte Geescht vum Schrëftsteller vum John Malkovich wier	1
keng Trouscht hei, keen Ënnerhalungswäert	0
D'Madonna gëtt hir bescht Leeschtung zënter dem abel Ferrara hatt a sengem geféierleche Spill an engem Pulp geschloen huet.	1
an opgereegt Opmierksamkeet	1
ass am Doud duercherneen ze smoochy an eppes souwuel ellent an mindless.	0
verléiere sech am Däischtert vu senger eegener Mëschung	0
ass seng Ofhängegkeet op Formel, awer	0
wann Dir op Scooby opgewuess sidd - Dir wäert dëse Film gär hunn.	1
et gëtt e Goût vum Verbrenne Mann Ethos, eng attraktiv Mëschung vu kontrakulturellen Idealismus an hedonistescher Kreativitéit.	1
eng interessant technesch Übung	1
ofgewiicht mat luesen, oninvolvéierten Erzielung a flaachem Handelen.	0
firwat hunn se et noutwenneg ugesinn all dësen emotionalen Misär ze dokumentéieren?	0
ass e visuelle Genoss fir all Zuschauer.	1
eis Kultur geet op d'Toilette mat der Ferocity vun engem gefruerenen Burrito no enger ganzer Nuecht Tequila Bender - an	0
e puer Kierper wäert Iech Plazen huelen wou Dir net war, an och Plazen déi Dir hutt.	1
gouf do dat gemaach	0
contrived, schweier a gefëllt mat ongewollt laacht	0
den subtilsten a komplexsten béisen Monni ralph	1
an enger Dout-Enn Existenz	0
talky , kënschtlech an opak ... eng interessant technesch Übung	0
déiselwecht Saachen déi Dir fir e Buck kritt oder sou an deem fette klenge vidgame Pit am Theaterlobby	0
Dir wäert bedaueren	0
maachen déi dräi ganz gutt,	1
méi witzeg Versioun vun der aler Police Academy Flicks.	1
eng familiär anti-feministesch Equatioun (Carrière - Kanner = Misère) an ustrengenden romanteschen Comedy Duds	0
eng séiss a modest an	1
Jiddereen deen sprëtzeg, lëschteg, Popcornfilmer mat engem Touch vun Dommheet an e bësse Bluttvergieß genéisst.	1
schloen eng mächteg Chemie mat Molina	1
et ass selten e Film ze fannen, op deen den Adjektiv `sanft' gëllt	1
op déi energesch an ëmmer iwwerraschend Leeschtung	1
et gesäit gutt aus	1
gutt ausgeschafft Entloossung.	0
setzt genuch Salz an d'Wonne vum gefoltert a selbstbewosst Material	0
seng Impressioune vum Liewen a Verloscht an Zäit a Konscht mat eis	1
déi soulvoll Schwéierkraaft vun der Verankerungsleistung vum Crudup	1
aner Trompett Héichiewe datt et vläicht en neie mexikanesche Kino a-bornin '. '	1
kéint gerett ginn, wann de Regisseur, Tom dey, Stécker vun Mëtternuecht Laf an 48 Stonnen (an, fir déi Matière, shrek) zesummegefaasst.	0
ass just net ganz witzeg.	0
méi déif a méi engagéiert	1
hir Lamentatiounen sinn zimlech selbstzentréiert)	0
Et ass genee déi Aart vu Film, déi d'Entriichter him ëmmer virwerfen fir ze maachen.	0
eng herrlech onberechenbar, lëschteg Komedie mat wonnerbaren Optrëtter, déi Äert Häerz op Weeër zéien, déi d'Geschlechtetiketten komplett iwwerschreiden.	1
an d'Liewe vum wladyslaw szpilman, deen net nëmmen e Pianist ass, mee e gudde Mënsch	1
et ass eng ganz Erreechung fir e Film um Cannes Filmfestival ze setzen an ze schéissen an awer net seng visuell Appel oder seng Atmosphär z'erreechen.	0
ruffe fir Präventioun anstatt Schold ze placéieren, sou datt et ee vun de beschte Krichsfilmer gëtt, déi jeemools gemaach goufen	1
, Danny ass eng erschreckend faszinéierend Widdersproch.	1
Adams just Kopien aus verschiddene Quellen --	0
well et ass eng eenzegaarteg, gutt gemaach psychologesch Studie vu Trauer	1
de Problem mam Mayhem an der Formel 51 ass net datt et offensiv ass, mee datt et langweileg ass.	0
op dem angelina jolie säin iwwerraschenden Flair fir selbstverständlech Comedy	1
vun Hëtzt fir ronderëm ze goen, mat Musek a Laachen an der Léift vun der Famill	1
eng Zort vun Goofy Grandeur	1
engem gräifen Documentaire datt	1
eng Brasilien-ähnlech, hyper-richteg Satir	0
eng jonk Fra vu grousse Charme, Generositéit an Diplomatie	1
net de Craven vun engem Albtraum	0
säi Gehir ass e bëssen verspreet - datsy souguer.	0
sou komplizéiert an zefriddestellend wéi all vum David mamet seng airless filmesch Shell-Spiller.	1
eng Léiftgeschicht esou sanguinesch wéi hiren Titel	1
déi vun iech, déi net en aachte Schouljoer Meedchen sinn, wäerten héchstwahrscheinlech während dëser Zäit schüttelen.	0
mat hatt schwätzen ass sou verstoppt sécher, mir hunn absolut keng Ahnung wien d'Haaptfiguren sinn bis de Film gutt ënnerwee ass - an awer ass et schwéier opzehalen ze kucken.	1
kritt ënnert Ärer Haut an , puer Komplott blips	0
liwwert dat Verspriechen zimlech vill.	1
Deeler schéngen wéi wann se aus dem Terry Gilliam sengem Ënnerbewosstsinn opgehuewe goufen, duerch d'Kafka Fleeschmüller an an d'Buñuel's Hülsen gedréckt ginn	1
et wäert net laang halen,	0
fillt d'Schauspillerin d'Häerz a Séil vum Kino	1
mat esou vill echt Kackelen	1
Relioun déi sech traut en ale Glawen a Fro ze stellen, an	1
wäert wahrscheinlech d'Ursaach vun Fra Krieger Joerzéngten zréck	0
e grousse Schnëtt vun iwwer de Rescht sinn	1
datt net nëmmen d'Subtilitéit op d'Zilpublikum verluer geet,	0
e däitlech inaktive Film, Stad ass konversativ grenzt un Beicht.	0
dat Ganzt huet ni existéiert	0
et weist eis e Stéck vum Liewen dat ganz anescht ass wéi eisen eegenen an awer direkt erkennbar ass.	1
grouss Fett Péng .	0
a rau Geschicht	0
de Film ... et war déi onvollstänneg, inkongruent, `` waart eng Sekonn	0
e brillante College Student --	1
fir Humor an esou vill Teenager Comedy	1
éischtklasseg , besonnesch sorvino	1
leed fir dem Mick Jagger säi Sexliewen	0
et fillt sech zoufälleg	0
gesot ginn, d'Jennifer Léift Hewitt ze verschwenden	0
am meeschte lëschteg Momenter	1
stellt näischt Besonnesches an , bis zum Schlussakt , näischt offensichtlech onzefridden	0
vill méi Impakt	1
du kommt aus enger Famill déi ësst, mëscht, streidet, laacht, kibbitt a kämpft zesummen	0
dëser 90-Minutt postmodern Rees war méi diverting a geduecht-provoking wéi ech et erwaart hätt.	1
kuckt, giggle a kritt en Adrenalin Boost ouni d'Gefill wéi wann Dir Är Ënnerhalungsnormen komplett erofgesat hutt	1
schwéier ze entloossen - Stëmmung, nodenklech	1
ënnerzegoen duerch Manéier ze vill Genoss vun Zeen-Kauen, Zänn-knaschteg Schauspillerin	0
déi besonnesch moralesch Amoralitéit vun (woo's) beschte Wierk	1
quasi näischt ze weisen	0
déi gehackte Geschicht	0
ass am meeschte bemierkenswäert net wéinst sengem epeschen Ëmfang, mee wéinst der erstaunlecher Intimitéit déi et trotz där Breet erreecht	1
mat engem Ae fir e Gefill vu Geheimnis ze erhalen	1
seng Übung berechtegen	0
préift Ären Interessi, Är Fantasie, Är Empathie oder soss, wierklech, spuert Ären Eel an Är Gläichgültegkeet	0
schafft d'Wierder `` radikal '' oder `` suckelen ''	0
weis an elegesch ...	1
vum kreativen Akt	1
e geeschtege Film an e Must-See	1
ass si hunn eng Tendenz an Hokum ze rutschen.	0
, luridly faarweg, Uni-zweedimensional Blödsinn Maschinn	0
seng super Besetzung	1
ass e bemierkenswäert originellt Wierk	1
ass attraktiv manesch an energesch	1
en onopfälleg, resonant Bijou, deen seng universal Punkten ouni Virliesungen oder Konfrontatiounen vermëttelt. '	1
Akteuren a schlechte Bärenkostüm maachen eng Zort Inter-Arten Parodie vun engem VH1 hannert der Musek Episod	0
huet Verdingscht an, an den Hänn vun engem brutal éierlechen Individuum wéi de Prophet Jack, hätt vläicht e Punkt oder zwee iwwer d'Liewen gemaach	1
sympathiséiert mat terroristeschen Motivatiounen	0
eng Aarbecht fir ze sëtzen - trotz e puer éischtklasseg Leeschtunge vu senger Leedung	0
, wendigo , dem larry fessenden säi grujelegen neien Thriller , ass eng erfrëschend intelligent an neimodern Variatioun op verschidden Themen ofgeleet vu wäit manner sophistikéierten a kennen Horrorfilmer.	1
gläichzäiteg subtil a viszeral, de Film erënnert ni an der Fal vum Maudlin oder Tréinen, a bitt amplaz mat sengem onbestännege Bléck e Mooss vum Glawen an d'Zukunft.	1
eng zolitt Besetzung	1
ass derwäert ze sichen.	1
entsprécht wéineg méi wéi Strof	0
d'Musek mécht e flotten Album,	1
like mike ass e klengen an oninventiven Film	0
Hunn den (Eddie) Murphy de genial-Rogue-Shtick zum Doud gesinn, awer well de Komplott gläich gehackt ass	0
, et gëtt keen Zweiwel datt de Krawczyk e grousse Betrag vum Kreditt fir de grëndlech gewonnenen Toun vum Film verdéngt.	1
Ech hu keng Akzenter sou gutt, awer ech hunn d'Léiftsgeschicht ganz genoss	1
Sheridan hat e wonnerschéine Kont fir vun ze schaffen,	1
vun der schéiner Schéinheet vu senge Biller ewechgehäit ze ginn	1
ënnerzegoen an duerch-den-Zuelen Territoire	0
méi agreabel wéi ech erwaart hunn	1
bei engem Mann säin Ënnergang, duerch säi Manktem u Selbstbewosstsinn entstanen	0
Männer am Schwaarz II erreecht ultimativ Insignificantitéit - et ass de Sci-Fi Comedy Spektakel als Whiffle-Ball Epos	0
Ongeféier een an dräi Gags am wäissen intermitterende weise Schrëft trefft seng Mark; de Rescht poléieren ongenéiert aus dem Teenager-Exploitatioun Spillbuch.	0
eng schéin, zäitlos an universell Geschicht vun erhëtzten Leidenschaften --	1
ass e quadrateschen, sentimentalen Drama deen zefriddestellt, wéi Komfort Iessen dacks kann	1
geréiert, mat formidabele Flair	1
seng richteg-ze-Liewen Personnagen, seng sensibel handele, seng unadorned Vue vum ländleche Liewen an déi subtile Richtung vun Éischt Timer hilary Birmingham	1
op béide Säiten fält et kuerz	0
huet net all d'Äntwerten	0
den éischte Schauspiller, deen e Grupp vu talentéierte Frënn verdréit	0
schéngt e ganze Koup Komplott zugonschte vun ... onermiddlechen Gags gedumpt ze hunn	0
de Filmemaacher wier net averstanen	0
Verbindung oder Identifikatioun frustréiernd	0
huet sech als One-Trick Pony erausgestallt	0
ass schwéier ze widderstoen	1
fonnt a senger Fäegkeet souwuel schwaarz a wäiss Stereotypen gläich ze spoofen	1
Regelen erwaarden eng Slice vun American Pie Hijinks mam Kand aus Dawson's Creek	0
gefälscht, onéierlech	0
... fänkt op engem héijen Toun un an ënnerhält et schéin.	1
dann hues du e schmerzhafte fueren.	0
Direkter hoffman, säi Schrëftsteller an den Agent vum Kline sollen Haft déngen	0
inspiréiert '' war vill méi witzeg	0
kann nach méi Schued maachen	0
e staarkt an zouversiichtlecht Wierk dat an den éischten 89 Minutten esou gutt funktionnéiert, awer sou schrecklech konfus ophält	0
encouragéieren eng dreidimensional, duerchschnëttlech, mëttelalter Fra hir Erfahrung vu Selbst Entdeckung mat esou Sensibilitéit ze gesinn	1
roueg, zouversiichtlech	1
e legale Thriller	1
eng Übung am Zynismus all bëssen esou ellent wéi déi shabby digital Fotografie a blöd Klang.	0
Guy kritt Meedchen, Guy verléiert Meedchen, Publikum schléift.	0
